fullnames	fns	genome_id	assembly_id	gids	desc	taxon	genus	species	strain
WP_010167663.1 MotA/TolQ/ExbB proton channel family protein [Epulopiscium sp. 'N.t. morphotype B']|GCF_000171335.1_ASM17133v1_protein	GCF_000171335.1_ASM17133v1_protein	GCF_000171335.1	ASM17133v1	WP_010167663.1	WP_010167663.1 MotA/TolQ/ExbB proton channel family protein	Epulopiscium sp. 'N.t. morphotype B'	Epulopiscium	sp.	'N.t. morphotype B'
AAM42923.1 chemotaxis protein [Xanthomonas campestris pv. campestris str. ATCC 33913]|GCA_000007145.1_ASM714v1_protein	GCA_000007145.1_ASM714v1_protein	GCA_000007145.1	ASM714v1	AAM42923.1	AAM42923.1 chemotaxis protein	Xanthomonas campestris pv. campestris str. ATCC 33913	Xanthomonas	campestris	pv. campestris str. ATCC 33913
AEP09307.1 motility protein A [Micavibrio aeruginosavorus ARL-13]|GCA_000226315.1_ASM22631v1_protein	GCA_000226315.1_ASM22631v1_protein	GCA_000226315.1	ASM22631v1	AEP09307.1	AEP09307.1 motility protein A	Micavibrio aeruginosavorus ARL-13	Micavibrio	aeruginosavorus	ARL-13
AAS43541.1 chemotaxis protein MotA [Bacillus cereus ATCC 10987]|GCA_000008005.1_ASM800v1_protein	GCA_000008005.1_ASM800v1_protein	GCA_000008005.1	ASM800v1	AAS43541.1	AAS43541.1 chemotaxis protein MotA	Bacillus cereus ATCC 10987	Bacillus	cereus	ATCC 10987
EEW08145.1 flagellar motor protein [Vibrio mimicus VM603]|GCA_000175975.1_ASM17597v1_protein	GCA_000175975.1_ASM17597v1_protein	GCA_000175975.1	ASM17597v1	EEW08145.1	EEW08145.1 flagellar motor protein	Vibrio mimicus VM603	Vibrio	mimicus	VM603
EDL51083.1 TolQ protein [Vibrio mediterranei AK1]|GCA_000181535.1_ASM18153v1_protein	GCA_000181535.1_ASM18153v1_protein	GCA_000181535.1	ASM18153v1	EDL51083.1	EDL51083.1 TolQ protein	Vibrio mediterranei AK1	Vibrio	mediterranei	AK1
AAM41180.1 MotA protein [Xanthomonas campestris pv. campestris str. ATCC 33913]|GCA_000007145.1_ASM714v1_protein	GCA_000007145.1_ASM714v1_protein	GCA_000007145.1	ASM714v1	AAM41180.1	AAM41180.1 MotA protein	Xanthomonas campestris pv. campestris str. ATCC 33913	Xanthomonas	campestris	pv. campestris str. ATCC 33913
ABZ00843.1 flagellar motor MotA protein [Pseudomonas putida GB-1]|GCA_000019125.1_ASM1912v1_protein	GCA_000019125.1_ASM1912v1_protein	GCA_000019125.1	ASM1912v1	ABZ00843.1	ABZ00843.1 flagellar motor MotA protein	Pseudomonas putida GB-1	Pseudomonas	putida	GB-1
KFD10354.1 MotA/TolQ/ExbB family proton channel protein [Serratia marcescens subsp. marcescens ATCC 13880]|GCA_000735445.1_GSMA_DRAFTv1_protein	GCA_000735445.1_GSMA_DRAFTv1_protein	GCA_000735445.1	GSMA	KFD10354.1	KFD10354.1 MotA/TolQ/ExbB family proton channel protein	Serratia marcescens subsp. marcescens ATCC 13880	Serratia	marcescens	subsp. marcescens ATCC 13880
AAU93073.1 MotA/TolQ/ExbB proton channel family domain protein [Methylococcus capsulatus str. Bath]|GCA_000008325.1_ASM832v1_protein	GCA_000008325.1_ASM832v1_protein	GCA_000008325.1	ASM832v1	AAU93073.1	AAU93073.1 MotA/TolQ/ExbB proton channel family domain protein	Methylococcus capsulatus str. Bath	Methylococcus	capsulatus	str. Bath
ABZ00088.1 protein TolQ [Pseudomonas putida GB-1]|GCA_000019125.1_ASM1912v1_protein	GCA_000019125.1_ASM1912v1_protein	GCA_000019125.1	ASM1912v1	ABZ00088.1	ABZ00088.1 protein TolQ	Pseudomonas putida GB-1	Pseudomonas	putida	GB-1
BAJ01094.1 chemotaxis pomA protein [Shewanella violacea DSS12]|GCA_000091325.1_ASM9132v1_protein	GCA_000091325.1_ASM9132v1_protein	GCA_000091325.1	ASM9132v1	BAJ01094.1	BAJ01094.1 chemotaxis pomA protein	Shewanella violacea DSS12	Shewanella	violacea	DSS12
WP_045481010.1 flagellar motor protein MotP [Alkalihalobacillus trypoxylicola]|GCF_001592025.1_ASM159202v1_protein	GCF_001592025.1_ASM159202v1_protein	GCF_001592025.1	ASM159202v1	WP_045481010.1	WP_045481010.1 flagellar motor protein MotP	Alkalihalobacillus trypoxylicola	Alkalihalobacillus	trypoxylicola	
ABY97379.1 MotA/TolQ/ExbB proton channel [Pseudomonas putida GB-1]|GCA_000019125.1_ASM1912v1_protein	GCA_000019125.1_ASM1912v1_protein	GCA_000019125.1	ASM1912v1	ABY97379.1	ABY97379.1 MotA/TolQ/ExbB proton channel	Pseudomonas putida GB-1	Pseudomonas	putida	GB-1
CBW24263.1 putative transport related membrane protein [Bacteroides fragilis 638R]|GCA_000210835.1_ASM21083v1_protein	GCA_000210835.1_ASM21083v1_protein	GCA_000210835.1	ASM21083v1	CBW24263.1	CBW24263.1 putative transport related membrane protein	Bacteroides fragilis 638R	Bacteroides	fragilis	638R
AAU92519.1 tolQ protein [Methylococcus capsulatus str. Bath]|GCA_000008325.1_ASM832v1_protein	GCA_000008325.1_ASM832v1_protein	GCA_000008325.1	ASM832v1	AAU92519.1	AAU92519.1 tolQ protein	Methylococcus capsulatus str. Bath	Methylococcus	capsulatus	str. Bath
BAJ01758.1 MotA/TolQ/ExbB proton channel family protein [Shewanella violacea DSS12]|GCA_000091325.1_ASM9132v1_protein	GCA_000091325.1_ASM9132v1_protein	GCA_000091325.1	ASM9132v1	BAJ01758.1	BAJ01758.1 MotA/TolQ/ExbB proton channel family protein	Shewanella violacea DSS12	Shewanella	violacea	DSS12
EEW05830.1 tolQ protein [Vibrio mimicus VM603]|GCA_000175975.1_ASM17597v1_protein	GCA_000175975.1_ASM17597v1_protein	GCA_000175975.1	ASM17597v1	EEW05830.1	EEW05830.1 tolQ protein	Vibrio mimicus VM603	Vibrio	mimicus	VM603
WP_008760839.1 MULTISPECIES: MotA/TolQ/ExbB proton channel family protein [Bacteroides]|GCF_900624795.1_81H8_protein	GCF_900624795.1_81H8_protein	GCF_900624795.1	81H8	WP_008760839.1	WP_008760839.1 MULTISPECIES: MotA/TolQ/ExbB proton channel family protein	Bacteroides	Bacteroides	NA	
AEP09506.1 protein TolQ [Micavibrio aeruginosavorus ARL-13]|GCA_000226315.1_ASM22631v1_protein	GCA_000226315.1_ASM22631v1_protein	GCA_000226315.1	ASM22631v1	AEP09506.1	AEP09506.1 protein TolQ	Micavibrio aeruginosavorus ARL-13	Micavibrio	aeruginosavorus	ARL-13
ABZ01109.1 MotA/TolQ/ExbB proton channel [Pseudomonas putida GB-1]|GCA_000019125.1_ASM1912v1_protein	GCA_000019125.1_ASM1912v1_protein	GCA_000019125.1	ASM1912v1	ABZ01109.1	ABZ01109.1 MotA/TolQ/ExbB proton channel	Pseudomonas putida GB-1	Pseudomonas	putida	GB-1
BAK65995.1 chemotaxis protein MotA [Sphingobium sp. SYK-6]|GCA_000283515.1_ASM28351v1_protein	GCA_000283515.1_ASM28351v1_protein	GCA_000283515.1	ASM28351v1	BAK65995.1	BAK65995.1 chemotaxis protein MotA	Sphingobium sp. SYK-6	Sphingobium	sp.	SYK-6
AAM42292.1 TolQ protein [Xanthomonas campestris pv. campestris str. ATCC 33913]|GCA_000007145.1_ASM714v1_protein	GCA_000007145.1_ASM714v1_protein	GCA_000007145.1	ASM714v1	AAM42292.1	AAM42292.1 TolQ protein	Xanthomonas campestris pv. campestris str. ATCC 33913	Xanthomonas	campestris	pv. campestris str. ATCC 33913
AAM41407.1 biopolymer transport protein [Xanthomonas campestris pv. campestris str. ATCC 33913]|GCA_000007145.1_ASM714v1_protein	GCA_000007145.1_ASM714v1_protein	GCA_000007145.1	ASM714v1	AAM41407.1	AAM41407.1 biopolymer transport protein	Xanthomonas campestris pv. campestris str. ATCC 33913	Xanthomonas	campestris	pv. campestris str. ATCC 33913
AAS40674.1 chemotaxis protein MotA, putative [Bacillus cereus ATCC 10987]|GCA_000008005.1_ASM800v1_protein	GCA_000008005.1_ASM800v1_protein	GCA_000008005.1	ASM800v1	AAS40674.1	AAS40674.1 chemotaxis protein MotA, putative	Bacillus cereus ATCC 10987	Bacillus	cereus	ATCC 10987
BAK64925.1 biopolymer transport protein TolQ [Sphingobium sp. SYK-6]|GCA_000283515.1_ASM28351v1_protein	GCA_000283515.1_ASM28351v1_protein	GCA_000283515.1	ASM28351v1	BAK64925.1	BAK64925.1 biopolymer transport protein TolQ	Sphingobium sp. SYK-6	Sphingobium	sp.	SYK-6
EDL53290.1 flagellar motor protein MotA [Vibrio mediterranei AK1]|GCA_000181535.1_ASM18153v1_protein	GCA_000181535.1_ASM18153v1_protein	GCA_000181535.1	ASM18153v1	EDL53290.1	EDL53290.1 flagellar motor protein MotA	Vibrio mediterranei AK1	Vibrio	mediterranei	AK1
AAU93206.1 MotA/TolQ/ExbB proton channel family protein [Methylococcus capsulatus str. Bath]|GCA_000008325.1_ASM832v1_protein	GCA_000008325.1_ASM832v1_protein	GCA_000008325.1	ASM832v1	AAU93206.1	AAU93206.1 MotA/TolQ/ExbB proton channel family protein	Methylococcus capsulatus str. Bath	Methylococcus	capsulatus	str. Bath
ACC83311.1 MotA/TolQ/ExbB proton channel [Nostoc punctiforme PCC 73102]|GCA_000020025.1_ASM2002v1_protein	GCA_000020025.1_ASM2002v1_protein	GCA_000020025.1	ASM2002v1	ACC83311.1	ACC83311.1 MotA/TolQ/ExbB proton channel	Nostoc punctiforme PCC 73102	Nostoc	punctiforme	PCC 73102
ACC79528.1 MotA/TolQ/ExbB proton channel [Nostoc punctiforme PCC 73102]|GCA_000020025.1_ASM2002v1_protein	GCA_000020025.1_ASM2002v1_protein	GCA_000020025.1	ASM2002v1	ACC79528.1	ACC79528.1 MotA/TolQ/ExbB proton channel	Nostoc punctiforme PCC 73102	Nostoc	punctiforme	PCC 73102
WP_074859237.1 MotA/TolQ/ExbB proton channel family protein [Bacteroides thetaiotaomicron]|GCF_900624795.1_81H8_protein	GCF_900624795.1_81H8_protein	GCF_900624795.1	81H8	WP_074859237.1	WP_074859237.1 MotA/TolQ/ExbB proton channel family protein	Bacteroides thetaiotaomicron	Bacteroides	thetaiotaomicron	
AAU90374.1 MotA/TolQ/ExbB proton channel family protein [Methylococcus capsulatus str. Bath]|GCA_000008325.1_ASM832v1_protein	GCA_000008325.1_ASM832v1_protein	GCA_000008325.1	ASM832v1	AAU90374.1	AAU90374.1 MotA/TolQ/ExbB proton channel family protein	Methylococcus capsulatus str. Bath	Methylococcus	capsulatus	str. Bath
CBW24418.1 putative transmembrane MotA/TolQ/ExbB proton channel family protein [Bacteroides fragilis 638R]|GCA_000210835.1_ASM21083v1_protein	GCA_000210835.1_ASM21083v1_protein	GCA_000210835.1	ASM21083v1	CBW24418.1	CBW24418.1 putative transmembrane MotA/TolQ/ExbB proton channel family protein	Bacteroides fragilis 638R	Bacteroides	fragilis	638R
AEP09097.1 motA/TolQ/ExbB proton channel family protein [Micavibrio aeruginosavorus ARL-13]|GCA_000226315.1_ASM22631v1_protein	GCA_000226315.1_ASM22631v1_protein	GCA_000226315.1	ASM22631v1	AEP09097.1	AEP09097.1 motA/TolQ/ExbB proton channel family protein	Micavibrio aeruginosavorus ARL-13	Micavibrio	aeruginosavorus	ARL-13
EDL52007.1 flagellar motor protein PomA [Vibrio mediterranei AK1]|GCA_000181535.1_ASM18153v1_protein	GCA_000181535.1_ASM18153v1_protein	GCA_000181535.1	ASM18153v1	EDL52007.1	EDL52007.1 flagellar motor protein PomA	Vibrio mediterranei AK1	Vibrio	mediterranei	AK1
CBW24011.1 putative membrane protein [Bacteroides fragilis 638R]|GCA_000210835.1_ASM21083v1_protein	GCA_000210835.1_ASM21083v1_protein	GCA_000210835.1	ASM21083v1	CBW24011.1	CBW24011.1 putative membrane protein	Bacteroides fragilis 638R	Bacteroides	fragilis	638R
WP_008766463.1 MULTISPECIES: MotA/TolQ/ExbB proton channel family protein [Bacteroides]|GCF_900624795.1_81H8_protein	GCF_900624795.1_81H8_protein	GCF_900624795.1	81H8	WP_008766463.1	WP_008766463.1 MULTISPECIES: MotA/TolQ/ExbB proton channel family protein	Bacteroides	Bacteroides	NA	
ABZ01236.1 tonB-system energizer ExbB [Pseudomonas putida GB-1]|GCA_000019125.1_ASM1912v1_protein	GCA_000019125.1_ASM1912v1_protein	GCA_000019125.1	ASM1912v1	ABZ01236.1	ABZ01236.1 tonB-system energizer ExbB	Pseudomonas putida GB-1	Pseudomonas	putida	GB-1
EDL51997.1 MotA/TolQ/ExbB proton channel [Vibrio mediterranei AK1]|GCA_000181535.1_ASM18153v1_protein	GCA_000181535.1_ASM18153v1_protein	GCA_000181535.1	ASM18153v1	EDL51997.1	EDL51997.1 MotA/TolQ/ExbB proton channel	Vibrio mediterranei AK1	Vibrio	mediterranei	AK1
EEW07885.1 chemotaxis LafT protein [Vibrio mimicus VM603]|GCA_000175975.1_ASM17597v1_protein	GCA_000175975.1_ASM17597v1_protein	GCA_000175975.1	ASM17597v1	EEW07885.1	EEW07885.1 chemotaxis LafT protein	Vibrio mimicus VM603	Vibrio	mimicus	VM603
BAA10590.1 sll0477 [Synechocystis sp. PCC 6803]|GCA_000009725.1_ASM972v1_protein	GCA_000009725.1_ASM972v1_protein	GCA_000009725.1	ASM972v1	BAA10590.1	BAA10590.1 sll0477	Synechocystis sp. PCC 6803	Synechocystis	sp.	PCC 6803
KFD15213.1 MotA/TolQ/ExbB family proton channel protein [Serratia marcescens subsp. marcescens ATCC 13880]|GCA_000735445.1_GSMA_DRAFTv1_protein	GCA_000735445.1_GSMA_DRAFTv1_protein	GCA_000735445.1	GSMA	KFD15213.1	KFD15213.1 MotA/TolQ/ExbB family proton channel protein	Serratia marcescens subsp. marcescens ATCC 13880	Serratia	marcescens	subsp. marcescens ATCC 13880
AAM39328.1 biopolymer transport ExbB protein [Xanthomonas campestris pv. campestris str. ATCC 33913]|GCA_000007145.1_ASM714v1_protein	GCA_000007145.1_ASM714v1_protein	GCA_000007145.1	ASM714v1	AAM39328.1	AAM39328.1 biopolymer transport ExbB protein	Xanthomonas campestris pv. campestris str. ATCC 33913	Xanthomonas	campestris	pv. campestris str. ATCC 33913
ADL58991.1 predicted biopolymer transport protein [Methanothermobacter marburgensis str. Marburg]|GCA_000145295.1_ASM14529v1_protein	GCA_000145295.1_ASM14529v1_protein	GCA_000145295.1	ASM14529v1	ADL58991.1	ADL58991.1 predicted biopolymer transport protein	Methanothermobacter marburgensis str. Marburg	Methanothermobacter	marburgensis	str. Marburg
ACC83506.1 MotA/TolQ/ExbB proton channel [Nostoc punctiforme PCC 73102]|GCA_000020025.1_ASM2002v1_protein	GCA_000020025.1_ASM2002v1_protein	GCA_000020025.1	ASM2002v1	ACC83506.1	ACC83506.1 MotA/TolQ/ExbB proton channel	Nostoc punctiforme PCC 73102	Nostoc	punctiforme	PCC 73102
WP_048698969.1 MULTISPECIES: MotA/TolQ/ExbB proton channel family protein [Bacteroides]|GCF_900624795.1_81H8_protein	GCF_900624795.1_81H8_protein	GCF_900624795.1	81H8	WP_048698969.1	WP_048698969.1 MULTISPECIES: MotA/TolQ/ExbB proton channel family protein	Bacteroides	Bacteroides	NA	
AFY71449.1 outer membrane transport energization protein ExbB [Pseudanabaena sp. PCC 7367]|GCA_000317065.1_ASM31706v1_protein	GCA_000317065.1_ASM31706v1_protein	GCA_000317065.1	ASM31706v1	AFY71449.1	AFY71449.1 outer membrane transport energization protein ExbB	Pseudanabaena sp. PCC 7367	Pseudanabaena	sp.	PCC 7367
BAA16604.1 biopolymer transport ExbB protein [Synechocystis sp. PCC 6803]|GCA_000009725.1_ASM972v1_protein	GCA_000009725.1_ASM972v1_protein	GCA_000009725.1	ASM972v1	BAA16604.1	BAA16604.1 biopolymer transport ExbB protein	Synechocystis sp. PCC 6803	Synechocystis	sp.	PCC 6803
AAU91782.1 MotA/TolQ/ExbB proton channel family domain protein [Methylococcus capsulatus str. Bath]|GCA_000008325.1_ASM832v1_protein	GCA_000008325.1_ASM832v1_protein	GCA_000008325.1	ASM832v1	AAU91782.1	AAU91782.1 MotA/TolQ/ExbB proton channel family domain protein	Methylococcus capsulatus str. Bath	Methylococcus	capsulatus	str. Bath
BAK66119.1 biopolymer transport protein ExbB [Sphingobium sp. SYK-6]|GCA_000283515.1_ASM28351v1_protein	GCA_000283515.1_ASM28351v1_protein	GCA_000283515.1	ASM28351v1	BAK66119.1	BAK66119.1 biopolymer transport protein ExbB	Sphingobium sp. SYK-6	Sphingobium	sp.	SYK-6
BAA16958.1 biopolymer transport ExbB protein [Synechocystis sp. PCC 6803]|GCA_000009725.1_ASM972v1_protein	GCA_000009725.1_ASM972v1_protein	GCA_000009725.1	ASM972v1	BAA16958.1	BAA16958.1 biopolymer transport ExbB protein	Synechocystis sp. PCC 6803	Synechocystis	sp.	PCC 6803
AAU90389.1 MotA/TolQ/ExbB proton channel family protein [Methylococcus capsulatus str. Bath]|GCA_000008325.1_ASM832v1_protein	GCA_000008325.1_ASM832v1_protein	GCA_000008325.1	ASM832v1	AAU90389.1	AAU90389.1 MotA/TolQ/ExbB proton channel family protein	Methylococcus capsulatus str. Bath	Methylococcus	capsulatus	str. Bath
EDL50956.1 biopolymer transport protein ExbB-related protein [Vibrio mediterranei AK1]|GCA_000181535.1_ASM18153v1_protein	GCA_000181535.1_ASM18153v1_protein	GCA_000181535.1	ASM18153v1	EDL50956.1	EDL50956.1 biopolymer transport protein ExbB-related protein	Vibrio mediterranei AK1	Vibrio	mediterranei	AK1
EDL51172.1 ExbB-like protein [Vibrio mediterranei AK1]|GCA_000181535.1_ASM18153v1_protein	GCA_000181535.1_ASM18153v1_protein	GCA_000181535.1	ASM18153v1	EDL51172.1	EDL51172.1 ExbB-like protein	Vibrio mediterranei AK1	Vibrio	mediterranei	AK1
EEW05060.1 TonB system transport protein ExbB1 [Vibrio mimicus VM603]|GCA_000175975.1_ASM17597v1_protein	GCA_000175975.1_ASM17597v1_protein	GCA_000175975.1	ASM17597v1	EEW05060.1	EEW05060.1 TonB system transport protein ExbB1	Vibrio mimicus VM603	Vibrio	mimicus	VM603
BAJ03531.1 TonB system transport protein ExbB1 [Shewanella violacea DSS12]|GCA_000091325.1_ASM9132v1_protein	GCA_000091325.1_ASM9132v1_protein	GCA_000091325.1	ASM9132v1	BAJ03531.1	BAJ03531.1 TonB system transport protein ExbB1	Shewanella violacea DSS12	Shewanella	violacea	DSS12
BAJ02936.1 MotA/TolQ/ExbB proton channel family protein [Shewanella violacea DSS12]|GCA_000091325.1_ASM9132v1_protein	GCA_000091325.1_ASM9132v1_protein	GCA_000091325.1	ASM9132v1	BAJ02936.1	BAJ02936.1 MotA/TolQ/ExbB proton channel family protein	Shewanella violacea DSS12	Shewanella	violacea	DSS12
EEW07943.1 biopolymer transport protein ExbB-related protein [Vibrio mimicus VM603]|GCA_000175975.1_ASM17597v1_protein	GCA_000175975.1_ASM17597v1_protein	GCA_000175975.1	ASM17597v1	EEW07943.1	EEW07943.1 biopolymer transport protein ExbB-related protein	Vibrio mimicus VM603	Vibrio	mimicus	VM603
AFY68531.1 outer membrane transport energization protein ExbB [Pseudanabaena sp. PCC 7367]|GCA_000317065.1_ASM31706v1_protein	GCA_000317065.1_ASM31706v1_protein	GCA_000317065.1	ASM31706v1	AFY68531.1	AFY68531.1 outer membrane transport energization protein ExbB	Pseudanabaena sp. PCC 7367	Pseudanabaena	sp.	PCC 7367
KFD16490.1 ferric siderophore transporter [Serratia marcescens subsp. marcescens ATCC 13880]|GCA_000735445.1_GSMA_DRAFTv1_protein	GCA_000735445.1_GSMA_DRAFTv1_protein	GCA_000735445.1	GSMA	KFD16490.1	KFD16490.1 ferric siderophore transporter	Serratia marcescens subsp. marcescens ATCC 13880	Serratia	marcescens	subsp. marcescens ATCC 13880
EEW07942.1 TonB system transport protein ExbB2 [Vibrio mimicus VM603]|GCA_000175975.1_ASM17597v1_protein	GCA_000175975.1_ASM17597v1_protein	GCA_000175975.1	ASM17597v1	EEW07942.1	EEW07942.1 TonB system transport protein ExbB2	Vibrio mimicus VM603	Vibrio	mimicus	VM603
EDL50955.1 TolQ protein [Vibrio mediterranei AK1]|GCA_000181535.1_ASM18153v1_protein	GCA_000181535.1_ASM18153v1_protein	GCA_000181535.1	ASM18153v1	EDL50955.1	EDL50955.1 TolQ protein	Vibrio mediterranei AK1	Vibrio	mediterranei	AK1
AAU90379.1 MotA/TolQ/ExbB proton channel family domain protein [Methylococcus capsulatus str. Bath]|GCA_000008325.1_ASM832v1_protein	GCA_000008325.1_ASM832v1_protein	GCA_000008325.1	ASM832v1	AAU90379.1	AAU90379.1 MotA/TolQ/ExbB proton channel family domain protein	Methylococcus capsulatus str. Bath	Methylococcus	capsulatus	str. Bath
BAK65983.1 chemotaxis protein MotA [Sphingobium sp. SYK-6]|GCA_000283515.1_ASM28351v1_protein	GCA_000283515.1_ASM28351v1_protein	GCA_000283515.1	ASM28351v1	BAK65983.1	BAK65983.1 chemotaxis protein MotA	Sphingobium sp. SYK-6	Sphingobium	sp.	SYK-6
BAJ02935.1 TonB system transport protein ExbB2 [Shewanella violacea DSS12]|GCA_000091325.1_ASM9132v1_protein	GCA_000091325.1_ASM9132v1_protein	GCA_000091325.1	ASM9132v1	BAJ02935.1	BAJ02935.1 TonB system transport protein ExbB2	Shewanella violacea DSS12	Shewanella	violacea	DSS12
ADL58647.1 predicted transporter protein [Methanothermobacter marburgensis str. Marburg]|GCA_000145295.1_ASM14529v1_protein	GCA_000145295.1_ASM14529v1_protein	GCA_000145295.1	ASM14529v1	ADL58647.1	ADL58647.1 predicted transporter protein	Methanothermobacter marburgensis str. Marburg	Methanothermobacter	marburgensis	str. Marburg
CBW23015.1 putative transport-related membrane protein [Bacteroides fragilis 638R]|GCA_000210835.1_ASM21083v1_protein	GCA_000210835.1_ASM21083v1_protein	GCA_000210835.1	ASM21083v1	CBW23015.1	CBW23015.1 putative transport-related membrane protein	Bacteroides fragilis 638R	Bacteroides	fragilis	638R
BAK65755.1 conserved hypothetical membrane protein [Sphingobium sp. SYK-6]|GCA_000283515.1_ASM28351v1_protein	GCA_000283515.1_ASM28351v1_protein	GCA_000283515.1	ASM28351v1	BAK65755.1	BAK65755.1 conserved hypothetical membrane protein	Sphingobium sp. SYK-6	Sphingobium	sp.	SYK-6
WP_074858756.1 MULTISPECIES: MotA/TolQ/ExbB proton channel family protein [Bacteroides]|GCF_900624795.1_81H8_protein	GCF_900624795.1_81H8_protein	GCF_900624795.1	81H8	WP_074858756.1	WP_074858756.1 MULTISPECIES: MotA/TolQ/ExbB proton channel family protein	Bacteroides	Bacteroides	NA	
CBW23216.1 putative membrane protein [Bacteroides fragilis 638R]|GCA_000210835.1_ASM21083v1_protein	GCA_000210835.1_ASM21083v1_protein	GCA_000210835.1	ASM21083v1	CBW23216.1	CBW23216.1 putative membrane protein	Bacteroides fragilis 638R	Bacteroides	fragilis	638R
BAJ02636.1 conserved hypothetical protein [Shewanella violacea DSS12]|GCA_000091325.1_ASM9132v1_protein	GCA_000091325.1_ASM9132v1_protein	GCA_000091325.1	ASM9132v1	BAJ02636.1	BAJ02636.1 conserved hypothetical protein	Shewanella violacea DSS12	Shewanella	violacea	DSS12
ABY96489.1 integral membrane sensor signal transduction histidine kinase [Pseudomonas putida GB-1]|GCA_000019125.1_ASM1912v1_protein	GCA_000019125.1_ASM1912v1_protein	GCA_000019125.1	ASM1912v1	ABY96489.1	ABY96489.1 integral membrane sensor signal transduction histidine kinase	Pseudomonas putida GB-1	Pseudomonas	putida	GB-1
EEW05168.1 Hemolysin secretion protein [Vibrio mimicus VM603]|GCA_000175975.1_ASM17597v1_protein	GCA_000175975.1_ASM17597v1_protein	GCA_000175975.1	ASM17597v1	EEW05168.1	EEW05168.1 Hemolysin secretion protein	Vibrio mimicus VM603	Vibrio	mimicus	VM603
