assembly	organism	refAccession	refStart	refEnd	refStrand	refDesc	senseMinusThreeAccession	senseMinusThreeStart	senseMinusThreeEnd	senseMinusThreeStrand	senseMinusThreeDesc	senseMinusTwoAccession	senseMinusTwoStart	senseMinusTwoEnd	senseMinusTwoStrand	senseMinusTwoDesc	senseMinusOneAccession	senseMinusOneStart	senseMinusOneEnd	senseMinusOneStrand	senseMinusOneDesc	sensePlusOneAccession	sensePlusOneStart	sensePlusOneEnd	sensePlusOneStrand	sensePlusOneDesc	sensePlusTwoAccession	sensePlusTwoStart	sensePlusTwoEnd	sensePlusTwoStrand	sensePlusTwoDesc	sensePlusThreeAccession	sensePlusThreeStart	sensePlusThreeEnd	sensePlusThreeStrand	sensePlusThreeDesc	antisenseMinusThreeAccession	antisenseMinusThreeStart	antisenseMinusThreeEnd	antisenseMinusThreeStrand	antisenseMinusThreeDesc	antisenseMinusTwoAccession	antisenseMinusTwoStart	antisenseMinusTwoEnd	antisenseMinusTwoStrand	antisenseMinusTwoDesc	antisenseMinusOneAccession	antisenseMinusOneStart	antisenseMinusOneEnd	antisenseMinusOneStrand	antisenseMinusOneDesc	antisensePlusOneAccession	antisensePlusOneStart	antisensePlusOneEnd	antisensePlusOneStrand	antisensePlusOneDesc	antisensePlusTwoAccession	antisensePlusTwoStart	antisensePlusTwoEnd	antisensePlusTwoStrand	antisensePlusTwoDesc	antisensePlusThreeAccession	antisensePlusThreeStart	antisensePlusThreeEnd	antisensePlusThreeStrand	antisensePlusThreeDesc
GCA_019930665.1_ASM1993066v1	Bacteroides nordii (CFB group bacteria)	UAK41566	3921357	3924353	-	leucine-rich repeat domain-containing protein	UAK44942	3940542	3942521	-	glycoside hydrolase family 97 protein	UAK41569	3926946	3928289	-	PEGA domain-containing protein	UAK41568	3924359	3926929	-	fibronectin type III domain-containing protein	UAK41566	3912369	3913178	-	MotA/TolQ/ExbB proton channel family protein	UAK41565	3911734	3912339	-	biopolymer transporter ExbD	UAK41564	3911069	3911719	-	biopolymer transporter ExbD	UAK41553	3901603	3901839	+	hypothetical protein	UAK41552	3901285	3901527	+	hypothetical protein	UAK41551	3899713	3901068	+	sigma-54 dependent transcriptional regulator	UAK41570	3929523	3933077	+	TonB-dependent receptor	UAK41571	3933092	3934855	+	RagB/SusD family nutrient uptake outer membrane protein	UAK41572	3934911	3935873	+	sugar phosphate isomerase/epimerase
GCA_020162115.1_ASM2016211v1	Tepidimonas taiwanensis (b-proteobacteria)	UBQ05764	239813	240670	+	flagellar motor stator protein MotA	UBQ05763	239391	239747	+	YqjK-like family protein	UBQ05762	239000	239407	+	phage holin family protein	UBQ05761	238648	238959	+	YqjD family protein	UBQ05765	240712	241680	+	flagellar motor protein MotB	UBQ05766	241704	242090	+	chemotaxis response regulator CheY	UBQ05767	242115	242774	+	protein phosphatase CheZ	UBQ05774	249964	250797	-	flagellar basal body P-ring formation chaperone FlgA	UBQ05773	249509	249844	-	flagellar biosynthesis anti-sigma factor FlgM	UBQ05772	249100	249459	-	hypothetical protein	UBQ05750	224974	226290	-	glutamyl-tRNA reductase	UBQ05749	223871	224977	-	peptide chain release factor 1	UBQ05748	222786	223841	-	peptide chain release factor N(5)-glutamine methyltransferase
GCA_020162115.1_ASM2016211v1	Tepidimonas taiwanensis (b-proteobacteria)	UBQ05954	474756	475391	-	MotA/TolQ/ExbB proton channel family protein	UBQ05964	485713	488295	-	EAL domain-containing protein	UBQ05962	483640	484167	-	methylated-DNA--[protein]-cysteine S-methyltransferase	UBQ05957	477798	478244	-	DUF192 domain-containing protein	UBQ05953	474312	474731	-	biopolymer transporter ExbD	UBQ05952	473233	474312	-	tetraacyldisaccharide 4'-kinase	UBQ05951	473016	473225	-	Trm112 family protein	UBQ05948	470337	471413	+	asparaginase	UBQ05947	468843	470126	+	aspartate kinase	UBQ05945	467564	468658	+	tRNA lysidine(34) synthetase TilS	UBQ05955	475513	476937	+	exodeoxyribonuclease VII large subunit	UBQ05956	477038	477625	+	superoxide dismutase [Fe]	UBQ05958	478445	479698	+	NADP-dependent isocitrate dehydrogenase
GCA_020162115.1_ASM2016211v1	Tepidimonas taiwanensis (b-proteobacteria)	UBQ06174	735638	736405	-	MotA/TolQ/ExbB proton channel family protein	UBQ06177	738469	739158	-	Fe2+-dependent dioxygenase	UBQ06176	737396	738472	-	alpha-hydroxy-acid oxidizing protein	UBQ06175	736541	736984	-	energy transducer TonB	UBQ06173	735178	735591	-	biopolymer transporter ExbD	UBQ06172	734230	734919	-	Bax inhibitor-1 family protein	UBQ06171	733646	734128	-	hypothetical protein	UBQ06170	732141	733640	+	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	UBQ06169	731146	732141	+	peptidoglycan DD-metalloendopeptidase family protein	UBQ06168	730260	731126	+	protein-L-isoaspartate(D-aspartate) O-methyltransferase	UBQ06179	741782	742345	+	peroxiredoxin	UBQ06180	742460	744076	+	alkyl hydroperoxide reductase subunit F	UBQ06181	744197	746422	+	TonB-dependent hemoglobin/transferrin/lactoferrin family receptor
GCA_020162115.1_ASM2016211v1	Tepidimonas taiwanensis (b-proteobacteria)	UBQ06690	1393720	1394589	-	MotA/TolQ/ExbB proton channel family protein	UBQ06696	1402145	1403071	-	cobalamin biosynthesis protein	UBQ06693	1399159	1399761	-	oligoribonuclease	UBQ06692	1397489	1399096	-	inorganic phosphate transporter	UBQ06689	1392767	1393723	-	OmpA family protein	UBQ06688	1390309	1392744	-	UvrD-helicase domain-containing protein	UBQ06687	1389018	1390286	-	FAD-binding oxidoreductase	UBQ06686	1386765	1388990	+	PhoX family phosphatase	UBQ06685	1385916	1386686	+	hypothetical protein	UBQ06684	1384946	1385899	+	homoserine kinase	UBQ06691	1394913	1395890	+	GMP reductase	UBQ06694	1399877	1401169	+	M48 family metallopeptidase	UBQ06695	1401166	1402104	+	ribosome small subunit-dependent GTPase A
GCA_020162115.1_ASM2016211v1	Tepidimonas taiwanensis (b-proteobacteria)	UBQ04634	1833457	1834146	+	protein TolQ	UBQ04633	1832987	1833460	+	tol-pal system-associated acyl-CoA thioesterase	UBQ04632	1832554	1833009	+	transcription antitermination factor NusB	UBQ04631	1831991	1832461	+	"6,7-dimethyl-8-ribityllumazine synthase"	UBQ04635	1834190	1834645	+	ExbD/TolR family protein	UBQ04636	1834656	1835570	+	cell envelope integrity protein TolA	UBQ04641	1842481	1843473	+	LysR family transcriptional regulator	UBQ04638	1837384	1840950	-	DNA polymerase III subunit alpha	UBQ06845	1836822	1837349	-	phosphate-starvation-inducible PsiE family protein	UBQ04637	1835671	1836822	-	trypsin-like peptidase domain-containing protein	UBQ04622	1821744	1822316	-	GspH/FimT family pseudopilin	UBQ04621	1820729	1821535	-	histidine kinase	UBQ04616	1816241	1816696	-	MaoC family dehydratase
GCA_020827275.1_ASM2082727v1	Myxococcus xanthus DZ2 (d-proteobacteria)	UEO05650	865605	866342	+	MotA/TolQ/ExbB proton channel family protein	UEO08388	861184	863079	+	PAS domain S-box protein	UEO05647	859155	861173	+	PAS domain S-box protein	UEO05646	857373	859136	+	right-handed parallel beta-helix repeat-containing protein	UEO05651	866465	866953	+	biopolymer transporter ExbD	UEO05652	866979	867563	+	biopolymer transporter ExbD	UEO05653	867650	868309	+	HAD family hydrolase	UEO05666	881731	882642	-	hypothetical protein	UEO05658	873759	874748	-	alpha/beta hydrolase family protein	UEO05656	870850	871071	-	hypothetical protein	UEO05649	864389	865279	-	general secretion pathway protein GspE	UEO05648	863088	864203	-	bifunctional methionine sulfoxide reductase B/A protein	UEO05645	856708	857070	-	6-carboxytetrahydropterin synthase QueD
GCA_020827275.1_ASM2082727v1	Myxococcus xanthus DZ2 (d-proteobacteria)	UEO05991	1284854	1285576	-	MotA/TolQ/ExbB proton channel family protein	UEO05994	1287382	1287660	-	ABC transporter ATP-binding protein	UEO05993	1286754	1287236	-	DoxX family membrane protein	UEO05992	1285742	1286740	-	aldo/keto reductase family protein	UEO05990	1284416	1284850	-	biopolymer transporter ExbD	UEO05989	1283593	1284399	-	TonB family protein	UEO05987	1281503	1282906	-	TolC family protein	UEO05988	1283091	1283582	+	MarR family transcriptional regulator	UEO05985	1280075	1281124	+	Rieske 2Fe-2S domain-containing protein	UEO05984	1276243	1279068	+	HAD-IC family P-type ATPase	UEO05996	1288647	1290368	+	hypothetical protein	UEO05997	1290370	1291368	+	AAA family ATPase	UEO05998	1291361	1293115	+	hypothetical protein
GCA_020827275.1_ASM2082727v1	Myxococcus xanthus DZ2 (d-proteobacteria)	UEO06636	2158505	2159215	-	MotA/TolQ/ExbB proton channel family protein	UEO06652	2175400	2175996	-	hypothetical protein	UEO06650	2173685	2174227	-	hypothetical protein	UEO06639	2161413	2162258	-	fatty acid desaturase family protein	UEO06635	2158025	2158492	-	protein TolR	UEO06634	2157233	2158021	-	TonB family protein	UEO06633	2155941	2157236	-	Tol-Pal system beta propeller repeat protein TolB	UEO06628	2150480	2151799	+	lysophospholipid acyltransferase family protein	UEO06627	2149933	2150457	+	hypothetical protein	UEO06626	2146829	2149924	+	BamA/TamA family outer membrane protein	UEO06637	2159377	2160411	+	hypothetical protein	UEO06638	2160527	2161342	+	glutamate racemase	UEO06640	2162485	2163051	+	hypothetical protein
GCA_020827275.1_ASM2082727v1	Myxococcus xanthus DZ2 (d-proteobacteria)	UEO07578	3428614	3429336	-	MotA/TolQ/ExbB proton channel family protein	UEO07616	3468528	3469181	-	rhomboid family intramembrane serine protease	UEO07615	3467933	3468526	-	TIGR00730 family Rossman fold protein	UEO07605	3456358	3457959	-	hypothetical protein	UEO07577	3428143	3428595	-	biopolymer transporter ExbD	UEO07572	3422552	3423667	-	HD domain-containing protein	UEO07570	3419381	3419998	-	hypothetical protein	UEO07576	3426201	3428045	+	acyl-CoA dehydrogenase	UEO07575	3425370	3426032	+	MaoC family dehydratase	UEO07574	3424921	3425370	+	MaoC family dehydratase N-terminal domain-containing protein	UEO07579	3429380	3430216	+	DUF4292 domain-containing protein	UEO07580	3430278	3431033	+	general secretion pathway protein GspE	UEO07581	3431040	3432056	+	general secretion pathway protein GspE
GCA_020827275.1_ASM2082727v1	Myxococcus xanthus DZ2 (d-proteobacteria)	UEO02151	5753544	5754281	-	MotA/TolQ/ExbB proton channel family protein	UEO02154	5759518	5760378	-	tetratricopeptide repeat protein	UEO02153	5758286	5759491	-	LysM peptidoglycan-binding domain-containing protein	UEO02152	5754442	5758146	-	type I DNA topoisomerase	UEO02150	5753003	5753524	-	biopolymer transporter ExbD	UEO02149	5752418	5752999	-	biopolymer transporter ExbD	UEO02147	5750338	5751711	-	methylenetetrahydrofolate--tRNA-(uracil(54)-C(5))-methyltransferase (FADH(2)-oxidizing) TrmFO	UEO02148	5751983	5752375	+	TraR/DksA family transcriptional regulator	UEO02136	5735394	5735873	+	MaoC family dehydratase N-terminal domain-containing protein	UEO02135	5734993	5735388	+	MaoC family dehydratase N-terminal domain-containing protein	UEO02156	5761403	5763340	+	diguanylate cyclase	UEO08643	5769679	5772846	+	glycosyltransferase	UEO02161	5772946	5777133	+	response regulator
GCA_020827275.1_ASM2082727v1	Myxococcus xanthus DZ2 (d-proteobacteria)	UEO03725	7780638	7781321	+	MotA/TolQ/ExbB proton channel family protein	UEO03724	7779814	7780566	+	TonB family protein	UEO03719	7772260	7772841	+	hypothetical protein	UEO03718	7771693	7772253	+	DUF4920 domain-containing protein	UEO03726	7781447	7781863	+	biopolymer transporter ExbD	UEO03727	7781863	7782363	+	biopolymer transporter ExbD	UEO03728	7782442	7783065	+	DUF2378 family protein	UEO03733	7788202	7788711	-	DUF1285 domain-containing protein	UEO03731	7785497	7786882	-	NAD(P)/FAD-dependent oxidoreductase	UEO03729	7782966	7783640	-	hypothetical protein	UEO03723	7776394	7779792	-	TonB-dependent receptor	UEO03722	7775647	7776357	-	hypothetical protein	UEO03721	7773971	7775515	-	B12-binding domain-containing radical SAM protein
GCA_020827275.1_ASM2082727v1	Myxococcus xanthus DZ2 (d-proteobacteria)	UEO04322	8552819	8553499	-	MotA/TolQ/ExbB proton channel family protein	UEO04326	8558112	8560571	-	hypothetical protein	UEO04325	8556867	8557904	-	serine protease	UEO04324	8554432	8556822	-	hypothetical protein	UEO04321	8552381	8552815	-	biopolymer transporter ExbD	UEO04320	8551564	8552364	-	TonB family protein	UEO04319	8548659	8551421	-	TonB family protein	UEO04316	8544663	8545436	+	alpha/beta hydrolase	UEO04314	8542634	8543980	+	erythromycin esterase family protein	UEO04309	8537101	8537589	+	PilZ domain-containing protein	UEO04323	8553612	8554421	+	SDR family oxidoreductase	UEO04328	8563732	8564925	+	hypothetical protein	UEO04331	8565710	8565919	+	hypothetical protein
GCA_020827275.1_ASM2082727v1	Myxococcus xanthus DZ2 (d-proteobacteria)	UEO04809	9157980	9158732	+	MotA/TolQ/ExbB proton channel family protein	UEO04808	9157125	9157934	+	energy transducer TonB	UEO04807	9155749	9157068	+	DUF2029 domain-containing protein	UEO04806	9154327	9155718	+	NAD(P)/FAD-dependent oxidoreductase	UEO04810	9158716	9159123	+	biopolymer transporter ExbD	UEO04811	9159135	9159560	+	biopolymer transporter ExbD	UEO04812	9159638	9162868	+	TonB-dependent receptor	UEO04818	9168329	9169564	-	hypothetical protein	UEO04817	9167229	9168332	-	metallophosphoesterase	UEO04816	9166607	9167131	-	hypothetical protein	UEO04805	9153463	9153825	-	ribosome-binding factor A	UEO04804	9152309	9153466	-	RtcB family protein	UEO04803	9151441	9151968	-	non-proteolytic archaemetzincin-like protein
GCA_021654655.1_ASM2165465v1	Candidatus Hydrogenosomobacter endosymbioticus (a-proteobacteria)	BDB95989	134914	135618	+	hypothetical protein	BDB95987	132633	133775	+	hypothetical protein	BDB95986	131818	132486	+	hypothetical protein	BDB95985	129908	131488	+	peptidase S41	BDB95990	135636	136079	+	protein TolR	BDB95991	136095	136961	+	hypothetical protein	BDB95992	137403	138047	+	membrane protein	BDB96010	151248	152363	-	NAD(P) transhydrogenase subunit alpha	BDB96009	150664	151209	-	hypothetical protein	BDB96008	149174	150616	-	NAD(P) transhydrogenase subunit beta	BDB95988	134264	134830	-	crossover junction endodeoxyribonuclease RuvC	BDB95983	126529	127158	-	ribonuclease HII	BDB95982	125739	126197	-	MucR family transcriptional regulator
GCA_022701275.1_ASM2270127v1	Microcoleus vaginatus PCC 9802 (cyanobacteria)	UNU17462	31059	31718	+	MotA/TolQ/ExbB proton channel family protein	UNU17459	23744	25006	+	MFS transporter	UNU17458	22472	23653	+	PepSY domain-containing protein	NA	NA	NA	NA	NA	UNU17463	31702	32103	+	biopolymer transporter ExbD	UNU17465	33966	34616	+	bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE	UNU17467	36252	36758	+	DUF4149 domain-containing protein	UNU17468	37190	37483	-	UPF0016 domain-containing protein	UNU17466	34667	35929	-	MFS transporter	UNU17464	32341	33639	-	"glutamate-1-semialdehyde-2,1-aminomutase"	UNU17461	28727	30289	-	TonB family protein	UNU22106	27551	28624	-	hypothetical protein	UNU17460	25095	27134	-	acylase
GCA_022701275.1_ASM2270127v1	Microcoleus vaginatus PCC 9802 (cyanobacteria)	UNU18280	1132117	1132902	+	MotA/TolQ/ExbB proton channel family protein	UNU18279	1130622	1131872	+	ribosome small subunit-dependent GTPase A	UNU18278	1130335	1130625	+	sulfurtransferase TusA family protein	UNU18277	1128913	1130043	+	molecular chaperone DnaJ	UNU18281	1132918	1133649	+	biopolymer transporter ExbD	UNU18283	1134176	1134373	+	NblA-related protein	UNU22175	1147525	1148526	+	alpha/beta fold hydrolase	UNU18285	1135336	1136538	-	anhydro-N-acetylmuramic acid kinase	UNU18284	1134806	1135237	-	hypothetical protein	UNU18282	1133646	1133978	-	hypothetical protein	UNU18274	1122243	1124249	-	type II/IV secretion system protein	UNU18273	1121070	1122167	-	type IV pilus twitching motility protein PilT	UNU18272	1119843	1120970	-	type II secretion system F family protein
GCA_023016405.1_ASM2301640v1	Treponema pallidum subsp. pallidum (syphilis treponeme)	UOY13875	792490	793269	-	motility protein A	UOY13878	795002	795463	-	flagellar hook assembly protein FlgD	UOY13877	793540	794931	-	flagellar hook protein FlgE	UOY13876	793285	793482	-	flagellar FlbD family protein	UOY13874	791768	792484	-	flagellar motor protein MotB	UOY13873	791110	791658	-	flagellar basal body-associated FliL family protein	UOY13872	790054	791088	-	flagellar motor switch protein FliM	UOY13862	780286	780858	+	hypothetical protein	UOY13861	778279	780249	+	FapA family protein	UOY13860	777482	778270	+	RNA polymerase sigma factor WhiG	UOY13880	797397	798248	+	CDP-alcohol phosphatidyltransferase family protein	UOY13881	798322	798942	+	NUDIX hydrolase	UOY13882	799987	800646	+	MipA/OmpV family protein
GCA_900093645.1_AB751O23	Chlamydiales bacterium SCGC AB-751-O23 (chlamydias)	SCA58681	37804	38607	+	Putative metallo-hydrolase YycJ	SCA58519	35849	36046	+	hypothetical protein	SCA58364	35414	36145	+	hypothetical protein	SCA58428	35037	37907	+	Valine--tRNA ligase	SCA58429	37916	38347	+	hypothetical protein	SCA58480	39517	39726	+	hypothetical protein	SCA58370	39517	40494	+	hypothetical protein	SCA58368	38148	39302	-	Uncharacterized protein	SCA58367	37963	38151	-	hypothetical protein	SCA58479	37847	39331	-	hypothetical protein	SCA58478	37533	37844	-	Uncharacterized protein	SCA58477	36940	37524	-	Maf-like protein pc0610	SCA58522	36931	37611	-	hypothetical protein
GCA_900097105.1_WK001	Akkermansia glycaniphila (verrucomicrobia)	SEH78546	879502	880119	-	mota/tolq/exbb proton channel family	SEH78685	892651	893403	-	aldolase-type tim barrel	SEH78645	887070	887999	-	rnhc: ribonuclease hiii	SEH78559	880167	881489	-	Hypothetical protein	SEH78532	879051	879485	-	biopolymer transport protein exbd/tolr	SEH78522	878475	879026	-	peptide deformylase	SEH78510	877762	878463	-	protein kinase-like domain	SEH78485	873845	876040	+	aldolase-type tim barrel	SEH78454	872425	873129	+	aldolase-type tim barrel	SEH78366	866231	867046	+	pep-cterm motif	SEH78570	881710	882222	+	ssb: single-stranded dna-binding protein	SEH78584	882402	883325	+	aldolase-type tim barrel	SEH78596	883386	884555	+	six-hairpin glycosidase
GCA_900097105.1_WK001	Akkermansia glycaniphila (verrucomicrobia)	SEH93354	2147583	2148404	-	mota/tolq/exbb proton channel family	SEH93388	2149530	2150411	-	Hypothetical protein	SEH93375	2149293	2149496	-	Hypothetical protein	SEH93365	2148597	2149220	-	dna glycosylase	SEH93343	2147012	2147503	-	biopolymer transport protein exbd/tolr	SEH93330	2146479	2146994	-	biopolymer transport protein exbd/tolr	SEH93320	2146048	2146320	-	Hypothetical protein	SEH93272	2140417	2141043	+	regulatory factor effector binding domain	SEH93259	2139459	2140406	+	enolase c-terminal domain-like	SEH93145	2129347	2129982	+	biod: dethiobiotin synthase	SEH93411	2151518	2152621	+	peptidase family m28	SEH93434	2155296	2156510	+	thioredoxin-like fold	SEH93444	2156520	2157869	+	poly a polymerase head domain
GCA_900097105.1_WK001	Akkermansia glycaniphila (verrucomicrobia)	SEH96646	2533215	2533856	-	mota/tolq/exbb proton channel family	SEH96707	2537611	2539158	-	atp-dependent (s)-nad(p)h-hydrate dehydratase	SEH96693	2536875	2537600	-	radc: dna repair protein radc	SEH96659	2533884	2535158	-	sers: serine--trna ligase	SEH96632	2532770	2533210	-	Hypothetical protein	SEH96621	2532012	2532758	-	Hypothetical protein	SEH96610	2531797	2532015	-	rubredoxin-type fold	SEH96539	2525029	2526036	+	Hypothetical protein	SEH96529	2523318	2524781	+	gatb: aspartyl/glutamyl-trna(asn/gln) amidotransferase b subunit	SEH96516	2522332	2523288	+	Hypothetical protein	SEH96669	2535276	2535866	+	rna polymerase sigma factor region 2	SEH96682	2535959	2536915	+	protein of unknown function (duf1311)	SEH96732	2539931	2541364	+	clpp/crotonase-like domain
GCA_900097105.1_WK001	Akkermansia glycaniphila (verrucomicrobia)	SEI00245	2925953	2926711	+	mota/tolq/exbb proton channel family	SEI00212	2917924	2923419	+	abc transporter	SEI00021	2899064	2901337	+	cytochrome c biogenesis protein transmembrane region	SEI00010	2897827	2898882	+	ankyrin repeats (many copies)	SEI00267	2926733	2927158	+	biopolymer transport protein exbd/tolr	SEI00278	2927222	2927863	+	biopolymer transport protein exbd/tolr	SEI00292	2927923	2930400	+	tetratricopeptide repeat	SEI00401	2938894	2939904	-	s-adenosyl-l-methionine-dependent methyltransferase	SEI00390	2938694	2938897	-	molybdopterin synthase/thiamin biosynthesis sulphur carrier beta-grasp	SEI00380	2936810	2938672	-	mutl: dna mismatch repair protein mutl	SEI00234	2924232	2925785	-	uvrb/uvrc motif	SEI00224	2923438	2923941	-	Hypothetical protein	SEI00200	2917159	2917734	-	Hypothetical protein
GCA_900169565.1_NSJP_Ch1	Nitrospira japonica (bacteria)	SLM46359	186739	187437	-	Protein TolQ	SLM46366	193502	193816	-	protein of unknown function	SLM46365	193225	193722	-	conserved exported protein of unknown function	SLM46360	188007	188915	-	Tyrosine recombinase XerD	SLM46358	186290	186739	-	Biopolymer transport protein ExbD	SLM46357	185163	186269	-	conserved protein of unknown function	SLM46356	183823	185166	-	"TolB protein, periplasmic protein involved in the tonb-independent uptake of group A colicins"	SLM46345	171320	173200	+	conserved protein of unknown function	SLM46342	167080	167868	+	"Glycosyl transferase, family 2"	SLM46340	165744	165995	+	protein of unknown function	SLM46361	189046	191079	+	putative Extracellular ligand-binding receptor	SLM46362	191123	191869	+	putative peptidase M50	SLM46363	191866	192852	+	Tryptophan--tRNA ligase
